ID,FP,BU Region,Approved,On hold,Sourcing start,Interview start,Interview end,Offered,Filled,Status
76,PT,Northwest,2018-10-19,,2018-10-26 00:00:00,2018-11-08 00:00:00,2018-12-05 00:00:00,2018-12-14 00:00:00,2018-12-21 00:00:00,Filled
26,FT,Northwest,2018-12-03,,2018-12-08 00:00:00,2018-12-18 00:00:00,,,,Interview start
130,PT,Central,2018-10-13,,2018-10-20 00:00:00,2018-10-31 00:00:00,2018-11-29 00:00:00,2018-12-06 00:00:00,2018-12-15 00:00:00,Filled
170,FT,East,2018-10-28,,2018-11-02 00:00:00,2018-11-16 00:00:00,2018-12-12 00:00:00,2018-12-17 00:00:00,2018-12-25 00:00:00,Filled
87,FT,East,2018-11-11,,2018-11-18 00:00:00,2018-11-29 00:00:00,2018-12-25 00:00:00,,,Interview end
159,FT,South,2018-10-21,,2018-10-27 00:00:00,2018-11-06 00:00:00,2018-12-02 00:00:00,2018-12-07 00:00:00,2018-12-16 00:00:00,Filled
42,PT,West,2018-12-17,,2018-12-24 00:00:00,,,,,Sourcing start
178,FT,South,2018-11-16,,2018-11-23 00:00:00,2018-12-10 00:00:00,,,,Interview start
174,PT,Northwest,2018-12-01,,2018-12-10 00:00:00,2018-12-29 00:00:00,,,,Interview start
73,FT,Northwest,2018-08-18,2018-08-30 00:00:00,,,,,,On hold
137,FT,East,2018-10-04,,2018-10-12 00:00:00,2018-10-31 00:00:00,2018-11-22 00:00:00,2018-12-01 00:00:00,2018-12-07 00:00:00,Filled
119,FT,Central,2018-11-05,,2018-11-13 00:00:00,2018-12-02 00:00:00,2018-12-27 00:00:00,,,Interview end
98,FT,Northwest,2018-10-02,,2018-10-08 00:00:00,2018-10-21 00:00:00,2018-11-19 00:00:00,2018-11-28 00:00:00,2018-12-03 00:00:00,Filled
52,PT,Central,2018-11-19,,2018-11-27 00:00:00,2018-12-10 00:00:00,,,,Interview start
124,FT,North,2018-10-31,,2018-11-09 00:00:00,2018-11-19 00:00:00,2018-12-07 00:00:00,2018-12-12 00:00:00,2018-12-18 00:00:00,Filled
22,FT,North,2018-12-10,,2018-12-15 00:00:00,2018-12-30 00:00:00,,,,Interview start
24,PT,Northwest,2018-11-25,,2018-11-30 00:00:00,2018-12-17 00:00:00,,,,Interview start
195,FT,West,2018-06-28,2018-07-16 00:00:00,,,,,,On hold
107,FT,Central,2018-12-01,,2018-12-06 00:00:00,2018-12-22 00:00:00,,,,Interview start
31,FT,North,2018-11-29,,2018-12-07 00:00:00,2018-12-21 00:00:00,,,,Interview start
5,FT,Central,2018-12-20,,2018-12-29 00:00:00,,,,,Sourcing start
138,PT,Midwest,2018-11-19,,2018-11-26 00:00:00,2018-12-13 00:00:00,,,,Interview start
111,FT,Northwest,2018-11-14,,2018-11-22 00:00:00,2018-12-02 00:00:00,2018-12-18 00:00:00,2018-12-27 00:00:00,,Offered
117,FT,Northwest,2018-09-30,,2018-10-08 00:00:00,2018-10-22 00:00:00,2018-11-18 00:00:00,2018-11-27 00:00:00,2018-12-02 00:00:00,Filled
199,FT,Central,2018-09-29,,2018-10-07 00:00:00,2018-10-23 00:00:00,2018-11-18 00:00:00,2018-11-27 00:00:00,2018-12-02 00:00:00,Filled
