ID,FP,BU Region,Approved,On hold,Sourcing start,Interview start,Interview end,Offered,Filled,Status
139,PT,Northwest,2018-04-10,,2018-04-18 00:00:00,2018-04-28 00:00:00,2018-05-20 00:00:00,2018-05-28 00:00:00,,Offered
12,FT,South,2018-05-15,,2018-05-20 00:00:00,,,,,Sourcing start
61,FT,Central,2018-04-03,,2018-04-11 00:00:00,2018-04-23 00:00:00,2018-05-09 00:00:00,2018-05-18 00:00:00,2018-05-27 00:00:00,Filled
157,FT,North,2018-05-12,,2018-05-20 00:00:00,2018-05-30 00:00:00,,,,Interview start
179,FT,East,2018-03-11,,2018-03-19 00:00:00,2018-03-29 00:00:00,2018-04-23 00:00:00,2018-04-28 00:00:00,2018-05-07 00:00:00,Filled
36,PT,Northwest,2018-05-12,,2018-05-21 00:00:00,,,,,Sourcing start
96,FT,West,2018-05-03,,2018-05-08 00:00:00,2018-05-19 00:00:00,,,,Interview start
32,PT,Northwest,2018-05-03,,2018-05-09 00:00:00,2018-05-27 00:00:00,,,,Interview start
154,FT,Northwest,2018-04-17,,2018-04-24 00:00:00,2018-05-10 00:00:00,2018-05-28 00:00:00,,,Interview end
70,PT,West,2018-04-30,,2018-05-05 00:00:00,2018-05-22 00:00:00,,,,Interview start
90,PT,Northwest,2018-04-01,,2018-04-08 00:00:00,2018-04-19 00:00:00,2018-05-04 00:00:00,2018-05-09 00:00:00,2018-05-17 00:00:00,Filled
151,PT,South,2018-03-30,,2018-04-06 00:00:00,2018-04-23 00:00:00,2018-05-16 00:00:00,2018-05-24 00:00:00,2018-05-29 00:00:00,Filled
126,FT,West,2018-05-22,,2018-05-29 00:00:00,,,,,Sourcing start
29,FT,Midwest,2018-04-08,,2018-04-15 00:00:00,2018-04-30 00:00:00,2018-05-16 00:00:00,2018-05-25 00:00:00,,Offered
155,FT,Northwest,2018-03-22,,2018-03-28 00:00:00,2018-04-13 00:00:00,2018-05-03 00:00:00,2018-05-08 00:00:00,2018-05-14 00:00:00,Filled
37,PT,Midwest,2018-03-12,,2018-03-18 00:00:00,2018-03-31 00:00:00,2018-04-25 00:00:00,2018-04-30 00:00:00,2018-05-05 00:00:00,Filled
158,FT,Central,2018-05-23,,2018-05-31 00:00:00,,,,,Sourcing start
194,FT,Midwest,2018-05-17,,2018-05-24 00:00:00,,,,,Sourcing start
89,FT,West,2018-04-27,,2018-05-05 00:00:00,2018-05-23 00:00:00,,,,Interview start
66,FT,East,2018-03-10,,2018-03-19 00:00:00,2018-04-03 00:00:00,2018-05-02 00:00:00,2018-05-07 00:00:00,2018-05-14 00:00:00,Filled
99,PT,North,2018-04-05,,2018-04-10 00:00:00,2018-04-29 00:00:00,2018-05-14 00:00:00,2018-05-22 00:00:00,2018-05-28 00:00:00,Filled
82,FT,Northwest,2018-03-03,,2018-03-10 00:00:00,2018-03-27 00:00:00,2018-04-22 00:00:00,2018-04-30 00:00:00,2018-05-08 00:00:00,Filled
193,FT,West,2018-03-17,,2018-03-25 00:00:00,2018-04-09 00:00:00,2018-05-05 00:00:00,2018-05-14 00:00:00,2018-05-20 00:00:00,Filled
127,PT,Northwest,2018-03-16,,2018-03-22 00:00:00,2018-04-05 00:00:00,2018-05-02 00:00:00,2018-05-09 00:00:00,2018-05-15 00:00:00,Filled
51,PT,South,2018-05-28,,,,,,,Approved
181,PT,Midwest,2018-05-30,,,,,,,Approved
53,FT,Midwest,2018-03-27,,2018-04-05 00:00:00,2018-04-22 00:00:00,2018-05-09 00:00:00,2018-05-16 00:00:00,2018-05-25 00:00:00,Filled
149,FT,Midwest,2018-03-27,,2018-04-02 00:00:00,2018-04-17 00:00:00,2018-05-08 00:00:00,2018-05-16 00:00:00,2018-05-25 00:00:00,Filled
191,FT,West,2018-05-20,,2018-05-25 00:00:00,,,,,Sourcing start
173,PT,North,2018-04-18,,2018-04-27 00:00:00,2018-05-13 00:00:00,,,,Interview start
86,PT,Central,2018-03-16,,2018-03-23 00:00:00,2018-04-04 00:00:00,2018-04-25 00:00:00,2018-04-30 00:00:00,2018-05-05 00:00:00,Filled
44,FT,South,2018-03-28,,2018-04-05 00:00:00,2018-04-18 00:00:00,2018-05-14 00:00:00,2018-05-19 00:00:00,2018-05-28 00:00:00,Filled
145,PT,Central,2018-05-09,,2018-05-16 00:00:00,,,,,Sourcing start
192,PT,West,2018-05-06,,2018-05-14 00:00:00,2018-05-27 00:00:00,,,,Interview start
72,PT,Central,2018-04-08,,2018-04-15 00:00:00,2018-05-03 00:00:00,2018-05-23 00:00:00,,,Interview end
77,FT,East,2018-04-20,,2018-04-27 00:00:00,2018-05-13 00:00:00,,,,Interview start
118,PT,West,2018-03-09,,2018-03-18 00:00:00,2018-04-02 00:00:00,2018-04-28 00:00:00,2018-05-07 00:00:00,2018-05-16 00:00:00,Filled
163,FT,South,2018-04-14,,2018-04-22 00:00:00,2018-05-10 00:00:00,2018-05-28 00:00:00,,,Interview end
